league,season,team,players_used,Age,Poss,Goals,Assist,G+A,NPG,PK Gls,PK Att,Yellow Cards,Red Cards,xG,npxG,xAG,npxG+xAG,Prg Carries,Prg Passes,Shots,Shots on Target,SoT%,Goals per Shots,Goals per SoT,Avg Shot Dist,FK Shots,npxG/Shot,G-xG,G-npxG,Passes Completed,Passes Attempted,Pass Completion%,Avg Pass Distance,Avg Prg Pass Distance,Short Pass Cmp,Shot Pass Att,Short Pass Cmp%,Medium Pass Cmp,Medium Pass Att,Medium Pass Cmp%,Long Pass Cmp,Long Pass Att,Long Pass Cmp%,xA,A-xAG,Key Passes,Final Third Pass,Pass into Pen Area,Cross into Pen Area,Open Play Pass,Dead Ball Pass,FK Pass,Through Balls,Switches,Throw-Ins,Corner Kicks,Inswing Corner,Outswing Corner,Straight Corner,Blocked Passes,SCA,SCA Open Play,SCA Dead Ball,SCA Take-Ons,Shots SCA,Fouled SCA,Defensive SCA,GCA,GCA Open Play,GCA Dead Ball,GCA Take-Ons,Shots GCA,Fouled GCA,Defensive GCA,Tackles,Tackles Won,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Dribble Stops,Total Challenges,Challenges Won%,Challenges Lost,Blocks,Shot Blocks,Interceptions,Tackle+Interceptions,Clearances,Errors,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches in Box,Open Play Touches,Take-Ons Attempted,Take-Ons Successfull,Take-Ons Success%,Take-Ons Tackled,Take-Ons Tackled%,Carries,Avg Carry Dist,Avg Prg Carry Dist,Carries into Final Third,Carries into Pen Area,Miscontrols,Dispossessed,Passes Received,Progressive Receives,Min per Sub,Pts pMatch,Goals Allowed,Goal Difference,xG Allowed,xG Difference,Fouls,Fouled,Offside,Crosses,Pen Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Shots on Target Allowed,Saves,Save%,W,D,L,Clean Sheet,Clean Sheet%,Penalty Saves,Penalty Save%,FK Goals,Corner Goals,Pass Attempts(GK),Throws,Passes Launch%,Passes AvgLen,Goal Kicks Attempted,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Faced,Crosses Stopped,Cross Stop%,OPA,OPA Avg Dist
ESP-La Liga,2425,Oviedo,30,27.9,51.7,54,40,94,51,3,4,103,1,36,30.6,23.3,53.8,417,1030,345,110,31.9,0.1,0.3,20.1,19,0.09,2,2.4,11207,14840,75.5,18.00731685553672,74.14854368932039,5038,5734,87.9,4716,5600,84.2,1169,2735,42.7,21.8,3.7,241,796,187,45,13035,1721,500,48,91,653,113,46,46,0,252,608,399,57,50,35,51,16,73,48,3,9,4,7,2,633,384,301,250,82,295,599,49.2,304,436,157,332,965,1201,18,19312,2448,7029,8720,3764,482,19305,627,302,48.2,263,41.9,9782,4.884072786751176,57.63309352517986,364,105,575,314,11128,1023,21,1.78,42,14,59.4,-23.4,503,470,84,495,8,3,1500,472,614,43.5,175,122,72,21,12,9,11,28.9,0,0,1,10,868,132,64.4,43.9,363,89.8,64.7,709,56,7.9,53,8.4
ESP-La Liga,2425,Mallorca,28,28.7,46.8,34,24,58,30,4,5,81,6,38.8,34.9,26.5,61.3,479,1184,382,107,28,0.08,0.28,16.3,7,0.09,-4.8,-4.9,12613,16224,77.7,18.422659161182906,76.32432432432432,5538,6293,88,5349,6310,84.8,1466,2803,52.3,28.3,-2.5,282,973,239,112,14337,1809,471,44,93,757,145,58,73,3,292,684,471,96,30,48,33,6,60,45,8,0,2,4,1,584,361,305,211,68,257,500,51.4,243,389,153,326,910,1161,17,20649,2598,7168,9299,4391,635,20644,583,255,43.7,260,44.6,10945,5.165098218,55.86638830897704,409,85,567,377,12481,1169,18,1.26,44,-9,46.8,-8.1,466,432,78,735,3,1,1523,672,609,52.5,165,122,75.2,13,9,16,9,23.7,0,0,0,4,925,144,49,41.8,355,45.4,38.1,638,23,3.6,27,11.2
ESP-La Liga,2425,Osasuna,25,27.4,46.1,46,28,74,37,9,9,88,0,44,37.8,29.8,67.6,567,1221,409,123,30.1,0.09,0.3,16.7,9,0.09,2,-0.8,12184,16028,76,18.916529875246226,75.85913185913186,5022,5858,85.7,5403,6487,83.3,1489,2835,52.5,33.4,-1.8,300,963,265,127,14070,1892,487,28,133,831,175,64,50,2,349,726,503,93,39,42,43,6,82,49,5,5,8,14,1,614,365,296,239,79,311,618,50.3,307,388,102,266,880,918,16,20036,2263,6318,8904,5007,737,20027,592,260,43.9,279,47.1,10439,5.207874317463358,47.657848324514994,424,134,532,293,12053,1204,18,1.37,52,-4,53.7,-9.7,508,379,66,819,7,1,1461,617,515,54.5,187,136,75.9,12,16,10,9,23.7,0,0,1,4,978,143,44.9,44.4,309,68,48.3,538,33,6.1,86,10.6
ESP-La Liga,2425,Rayo Vallecano,26,29.3,51.7,38,27,65,38,0,1,96,3,45.4,44.6,36.2,80.9,589,1362,514,162,31.5,0.07,0.23,19.3,25,0.09,-7.4,-6.6,13936,17861,78,17.749641216991964,69.60425844,6459,7310,88.4,5793,6748,85.8,1401,2920,48,32.2,-9.2,374,1081,242,85,15874,1908,436,46,112,868,202,107,65,0,395,886,648,82,45,58,41,12,59,38,4,7,7,1,2,626,396,328,218,80,309,664,46.5,355,443,128,334,960,973,22,22372,2557,7799,9339,5455,711,22371,647,286,44.2,304,47,12068,4.839410009943653,49.50084889643463,431,143,630,327,13833,1346,22,1.37,45,-4,49,-3.5,522,391,79,769,8,1,1688,485,540,47.3,153,107,74.5,13,13,12,10,26.3,2,25,0,6,1032,150,47.2,38.2,319,48,40.6,532,37,7,39,14.4
ESP-La Liga,2425,Real Madrid,30,26.6,60.4,78,55,133,68,10,14,57,4,75.3,64.5,54.6,119,983,1967,621,229,36.9,0.11,0.3,18.1,15,0.11,2.7,3.5,21356,24221,88.2,16.682150215396142,56.178444331469244,10517,11248,93.5,8566,9311,92,1723,2595,66.4,52.2,0.4,501,1773,359,34,22370,1766,549,90,221,620,243,113,63,1,316,1160,860,84,92,70,39,15,137,98,9,11,10,8,1,586,359,294,209,83,264,486,54.3,222,353,105,331,917,633,19,28252,2392,7662,12794,8048,1181,28238,878,412,46.9,384,43.7,17893,5.217403454,51.226856561546285,696,364,528,290,21223,1953,18,2.21,38,40,42.8,32.5,332,518,85,578,3,1,1541,334,267,55.6,126,89,72.2,26,6,6,15,39.5,0,0,0,7,960,205,19.9,24,279,24,29.3,416,19,4.6,27,12
ESP-La Liga,2425,Real Sociedad,31,25.1,53.8,34,22,56,30,4,4,85,4,42.5,39.4,31,70.4,645,1341,387,123,31.8,0.08,0.24,17.5,10,0.1,-8.5,-9.4,14880,18757,79.3,17.605846774193548,67.04325130499628,6750,7619,88.6,6360,7432,85.6,1421,2687,52.9,30.7,-9,286,1087,242,64,16759,1916,513,33,146,832,216,78,95,0,369,686,497,74,38,34,31,12,59,42,5,5,2,5,0,649,401,309,244,96,308,579,53.2,271,428,120,283,932,913,21,23027,2275,7208,10770,5243,747,23023,659,295,44.8,307,46.6,12532,5.3553303542930095,52.840310077519376,417,163,603,297,14716,1325,25,1.21,46,-11,43.9,-1.4,501,417,82,739,7,0,1569,578,606,48.8,142,94,71.1,13,7,18,13,34.2,2,28.6,0,5,1072,122,31.8,28.3,271,56.1,44.8,467,30,6.4,43,16.8
ESP-La Liga,2425,Sevilla,35,26.1,50.5,39,32,71,37,2,3,98,8,42.7,40.3,30.8,71.1,594,1193,472,148,31.4,0.08,0.25,18.8,14,0.09,-3.7,-3.3,14432,18057,79.9,17.524182372505543,74.15842414082145,6743,7466,90.3,6146,7086,86.7,1267,2706,46.8,24.4,1.2,357,1072,210,60,16196,1791,473,40,130,778,185,109,33,1,314,824,600,69,60,51,31,13,71,59,4,3,4,1,0,648,390,321,240,87,312,563,55.4,251,368,88,367,1015,931,17,22465,2404,8057,9800,4813,669,22462,720,339,47.1,320,44.4,11147,5.236027630752669,50.14478114478114,397,161,624,331,14288,1186,18,1.08,55,-13,47.4,-4.7,494,402,70,612,6,1,1551,531,442,54.6,148,93,66.2,10,11,17,10,26.3,1,16.7,3,4,1061,146,43.4,37.2,264,47.7,39.4,513,27,5.3,43,13.8
ESP-La Liga,2425,Valencia,32,24.7,48.4,43,26,69,38,5,5,86,1,43.3,39.3,30,69.3,572,1340,383,116,30.3,0.1,0.33,17.2,6,0.11,-0.3,-1.3,13938,17708,78.7,17.706916343808295,64.68805970149253,6341,7094,89.4,6081,7066,86.1,1284,2634,48.7,33.4,-4,284,1109,254,91,15738,1898,566,38,128,770,186,69,74,3,395,678,503,66,27,34,32,16,71,49,4,3,8,5,2,647,415,340,228,79,321,573,56,252,366,96,302,949,953,19,21876,2290,7206,9840,5033,653,21871,625,236,37.8,321,51.4,11347,5.232660615140566,53.98076923076923,414,122,534,340,13802,1328,19,1.21,54,-10,51.9,-8.6,442,446,72,763,9,3,1550,449,540,45.4,148,95,67.6,11,13,14,8,21.1,2,25,0,4,925,159,39.4,40.5,286,54.9,43.2,523,36,6.9,54,25.7
ESP-La Liga,2425,Levante,28,27.2,49.1,67,45,112,60,7,8,85,1,34.6,30.7,25.7,56.4,476,991,331,97,29.3,0.06,0.22,18,11,0.09,-8.6,-9.7,12052,15387,78.3,18.95278791901759,84.39152371342078,4795,5456,87.9,5607,6494,86.3,1410,2699,52.2,24.3,-10.7,256,752,176,93,13486,1834,544,37,126,647,156,81,38,2,265,601,425,63,48,21,36,8,42,30,0,6,1,5,0,596,357,342,204,50,276,566,48.8,290,450,160,311,907,944,29,19507,2681,8158,8153,3393,523,19502,624,289,46.3,266,42.6,9680,5.610743801652893,57.82352941,316,120,513,268,11933,976,25,1.88,42,27,67.6,-33,459,486,67,671,7,1,1355,544,524,50.9,204,115,59.3,22,13,7,5,13.2,0,0,2,5,1042,167,35.6,33.8,360,49.7,41,580,39,6.7,38,10.4
ESP-La Liga,2425,Villarreal,31,26.7,47.6,69,51,120,64,5,7,96,4,64.8,59.1,49.7,108.8,693,1522,530,171,32.3,0.12,0.37,16,9,0.12,4.2,4.9,14532,17825,81.5,18.084227910817507,63.32982917214192,6234,6978,89.3,6564,7485,87.7,1463,2559,57.2,48,1.3,427,1146,371,102,16035,1713,513,78,124,633,183,77,60,2,318,962,729,82,41,59,35,16,124,101,4,4,8,6,1,649,396,333,236,80,336,628,53.5,292,426,131,281,930,922,21,22112,2612,7831,9120,5352,983,22105,627,279,44.5,278,44.3,12034,5.267076616253947,49.84126984126984,503,202,560,289,14383,1510,21,1.84,51,20,44.4,20.4,442,463,77,674,8,1,1547,492,399,55.2,160,110,72.5,20,10,8,7,18.4,0,0,2,6,834,207,29.4,28.2,296,31.8,30.8,579,34,5.9,36,11.9
FRA-Ligue 1,2425,Angers,30,27.5,41.2,31,17,48,26,5,6,49,2,36,31.3,23.5,54.7,502,953,311,91,29.3,0.08,0.29,18.3,13,0.1,-5,-5.3,11082,14057,78.8,17.621728929796067,77.06925498426023,4970,5624,88.4,4828,5656,85.4,1022,2043,50,22.7,-6.5,216,777,200,63,12474,1514,422,53,69,594,129,52,54,4,256,546,389,49,25,33,29,21,55,34,4,3,4,8,2,624,392,340,202,82,294,607,48.4,313,365,116,336,960,903,20,17919,2146,6594,7732,3813,512,17913,613,249,40.6,331,54,9398,5.5074483932751646,53.68725099601593,365,98,493,297,10991,943,20,1.06,53,-21,57.8,-21.8,380,398,69,575,5,0,1414,334,428,43.8,190,137,74.2,10,6,18,7,20.6,0,0,0,7,762,184,39,39,283,52.7,42.1,551,49,8.9,22,16.8
FRA-Ligue 1,2425,Auxerre,29,25.9,42.5,47,35,82,43,4,5,68,4,41,37.3,32,69.3,484,1084,375,144,38.4,0.11,0.3,17.5,10,0.1,6,5.7,11002,14162,77.7,18.31439738229413,71.51937269372694,4812,5517,87.2,4576,5349,85.5,1301,2498,52.1,24.3,3,296,804,212,68,12617,1497,451,34,168,584,134,49,65,0,287,688,512,58,35,38,25,20,87,52,10,8,7,9,1,657,403,330,232,95,316,606,52.1,290,394,125,350,1007,944,17,18188,2265,6744,7753,3877,614,18183,622,258,41.5,324,52.1,10101,5.091377091377091,51.62396694214876,350,137,452,346,10927,1078,16,1.24,51,-3,58.6,-17.6,404,362,48,542,8,3,1492,412,422,49.4,173,123,74,11,9,14,10,29.4,2,25,0,7,944,178,54.6,40.3,244,67.6,49.8,556,31,5.6,42,13.1
FRA-Ligue 1,2425,Brest,30,28.2,48.4,52,32,84,45,7,9,69,3,45.4,38.3,29.4,67.8,470,1096,409,151,36.9,0.11,0.3,17,7,0.1,6.6,6.7,12678,16021,79.1,18.607114686859127,77.8330292,5284,6055,87.3,5575,6467,86.2,1526,2732,55.9,30.3,2.6,302,929,189,64,14404,1575,485,41,133,614,142,71,62,0,292,730,498,81,25,48,55,23,85,51,6,4,13,8,3,656,426,291,255,110,308,583,52.8,275,363,105,316,972,869,14,19884,2240,6822,8962,4265,644,19875,490,209,42.7,245,50,10454,5.294911038836809,56.96170212765958,348,117,509,246,12586,1084,20,1.47,59,-7,57.4,-12,430,413,42,641,10,2,1471,534,508,51.2,141,83,63.8,15,5,14,10,29.4,1,11.1,1,5,944,141,41.9,31.4,242,60.3,46.2,489,34,7,56,18.5
FRA-Ligue 1,2425,Le Havre,31,26.9,43.1,37,21,58,28,9,10,56,4,41.3,33.3,24.3,57.5,538,1051,339,97,28.6,0.08,0.29,17.8,14,0.1,-4.3,-5.3,11125,14115,78.8,18.444044943820224,68.57469077069457,4445,5095,87.2,5289,6120,86.4,1156,2182,53,25.8,-3.3,230,786,201,85,12577,1488,442,24,82,572,131,89,31,0,274,588,386,57,32,45,53,15,62,38,3,4,8,8,1,621,387,326,212,83,304,562,54.1,258,362,131,324,945,987,24,17975,2197,6737,7822,3637,581,17965,512,233,45.5,236,46.1,9506,5.5058910162002945,49.15427509,347,93,448,311,11013,1033,19,1,71,-31,62.8,-21.5,379,403,50,695,6,1,1399,451,436,50.8,175,104,62.3,10,4,20,4,11.8,1,16.7,1,8,817,147,31,32.4,238,34,31.1,546,33,6,15,10.5
FRA-Ligue 1,2425,Lens,33,27.1,54.1,40,26,66,35,5,5,86,8,51.8,48.3,36.2,84.4,570,1451,484,148,30.6,0.07,0.24,16.7,7,0.1,-11.8,-13.3,14837,18173,81.6,16.504414639077982,60.41006202618883,7330,8209,89.3,5806,6685,86.9,1219,2163,56.4,41.1,-10.2,365,1117,354,100,16605,1484,396,59,78,628,186,87,71,0,346,859,647,70,42,66,22,12,65,47,2,5,8,2,1,606,365,264,233,109,299,579,51.6,280,387,101,321,927,705,19,22167,1929,6346,10186,5833,848,22162,582,249,42.8,297,51,12325,4.936064908722109,52.76140350877193,479,122,576,341,14727,1440,19,1.53,39,3,45.3,6.5,499,360,84,706,9,0,1576,450,414,52.1,142,102,78.2,15,7,12,13,38.2,1,11.1,2,4,852,162,31.7,33.2,201,34.8,31,381,41,10.8,34,9.4
FRA-Ligue 1,2425,Lille,27,26.1,57.6,52,29,81,45,7,10,77,2,54.7,47.5,35.1,82.6,669,1616,424,154,36.3,0.11,0.29,16.6,15,0.12,-2.7,-2.5,16765,19728,85,17.51225767968983,58.00123762376238,7248,8031,90.3,7757,8568,90.5,1382,2203,62.7,40,-6.1,318,1393,345,70,18220,1460,415,42,101,602,168,50,70,1,308,769,582,62,33,52,31,9,84,51,4,4,14,9,2,626,356,241,273,112,311,554,56.1,243,302,74,271,897,637,22,23278,1932,6099,11352,5991,854,23268,598,283,47.3,288,48.2,13642,5.219395982993696,55.89686098654708,512,158,513,300,16614,1603,20,1.76,36,16,42.5,12.2,410,376,48,535,4,1,1535,392,350,52.8,126,91,74.6,17,9,8,11,32.4,0,0,0,6,874,144,28.4,29.6,206,19.4,24.5,373,21,5.6,24,13.9
FRA-Ligue 1,2425,Lyon,31,27.4,56.4,62,46,108,54,8,10,60,0,60.3,52.5,44.4,96.9,709,1615,434,173,39.9,0.12,0.31,16.2,6,0.12,1.7,1.5,16061,19063,84.3,16.41722184172841,54.90154799,7944,8738,90.9,6605,7372,89.6,1102,1978,55.7,52.5,1.6,350,1215,371,58,17487,1505,416,61,112,606,185,79,75,0,353,802,637,52,34,51,24,4,114,90,2,7,9,6,0,576,340,257,230,89,310,595,52.1,285,346,113,282,858,695,25,22636,2155,6644,10377,5810,999,22626,546,238,43.6,277,50.7,13430,5.057706626954579,51.91396332863187,483,201,456,281,15904,1600,18,1.68,46,19,45.7,14.6,407,357,71,598,3,0,1422,305,332,47.9,166,120,74.1,17,6,11,10,29.4,0,0,1,6,848,185,29.7,27.5,218,28.4,28.9,422,26,6.2,29,7
FRA-Ligue 1,2425,Marseille,32,26.7,63.3,70,49,119,62,8,10,64,6,63.8,55.8,44.6,100.5,664,1714,481,185,38.5,0.13,0.34,16.7,15,0.12,6.2,6.2,20427,23240,87.9,15.850736769961326,59.21003500583431,10229,10983,93.1,8543,9350,91.4,1062,1793,59.2,43.4,4.4,381,1513,325,69,21718,1469,454,58,75,578,177,80,69,0,328,878,648,71,55,64,25,15,129,99,3,8,8,7,4,552,358,244,229,79,274,472,58.1,198,272,70,280,832,523,31,26602,1928,6930,13580,6271,850,26592,607,278,45.8,300,49.4,16260,4.647293972939729,59.31024096385542,499,197,471,313,20224,1703,21,1.91,47,27,45.2,18.6,394,371,53,609,6,2,1485,312,249,55.6,135,87,67.4,20,5,9,5,14.7,3,50,1,4,1023,133,16.1,24.4,179,20.7,22.5,309,28,9.1,59,18.3
FRA-Ligue 1,2425,Monaco,28,24.4,55,63,49,112,57,6,7,60,4,72.8,67.7,55.3,123,670,1638,493,180,36.5,0.12,0.32,15.7,9,0.14,-9.8,-10.7,14561,17916,81.3,16.854062221001303,55.03907203907204,6877,7784,88.3,6192,7109,87.1,1143,2134,53.6,54.1,-6.3,390,1232,391,59,16257,1590,494,88,88,622,184,87,70,0,288,868,658,67,38,56,31,18,106,77,7,4,11,5,2,670,429,281,287,102,339,624,54.3,285,350,70,357,1027,667,18,21883,1745,5633,10914,5558,969,21876,613,266,43.4,300,48.9,12485,5.282338806567881,51.364179104477614,534,187,601,341,14447,1629,19,1.79,41,22,34.8,38,462,444,69,563,3,0,1763,426,421,50.3,128,87,70.3,18,7,9,11,32.4,0,0,1,3,737,146,27.1,30.5,216,31.9,31.9,379,30,7.9,38,14
FRA-Ligue 1,2425,Montpellier,35,26.1,45.3,23,13,36,20,3,4,87,7,33.5,30.4,23,53.4,529,1039,371,111,29.9,0.05,0.18,18.7,20,0.09,-10.5,-10.4,11442,14420,79.3,18.418108722251354,73.17516843118383,4844,5530,87.6,4897,5675,86.3,1384,2425,57.1,23.6,-10,255,875,169,75,12786,1569,460,45,109,575,155,55,75,0,276,614,429,57,32,34,44,18,39,23,4,5,3,4,0,631,389,302,264,65,310,608,51,298,368,123,273,904,733,25,18133,2072,6036,8263,4032,540,18129,609,262,43,302,49.6,9615,5.680083203328133,51.321361058601134,362,138,478,296,11348,1030,23,0.47,79,-56,63.3,-29.9,427,438,65,646,9,3,1349,374,442,45.8,194,117,63.4,4,4,26,1,2.9,1,11.1,0,5,840,134,45.1,34.5,271,43.2,35.4,463,28,6,29,13.3
FRA-Ligue 1,2425,Nantes,30,26.7,40.4,39,27,66,34,5,5,71,4,39.1,35.3,27.8,63.1,502,1053,345,119,34.5,0.1,0.29,15.9,4,0.11,-0.1,-1.3,10999,13956,78.8,18.011819256296025,72.1994302,4741,5379,88.1,4886,5607,87.1,1116,2236,49.9,26.3,-0.8,257,878,216,85,12362,1563,437,28,46,658,143,67,61,0,280,616,441,59,43,37,23,13,64,46,1,8,6,3,0,645,376,338,224,83,321,565,56.8,244,402,116,283,928,1007,10,17874,2137,6120,8089,3839,644,17869,525,227,43.2,278,53,9492,5.058575642646439,47.29282868525896,344,141,485,286,10932,1044,15,1.06,52,-13,55.4,-16.3,413,389,31,611,8,3,1289,426,439,49.2,148,99,69.6,8,12,14,6,17.6,0,0,0,4,809,139,39.9,34.4,240,58.3,41.5,588,33,5.6,15,10.9
FRA-Ligue 1,2425,Nice,31,26.4,47.5,62,43,105,56,6,6,59,5,61.6,56.9,42.9,99.8,701,1320,486,183,37.7,0.12,0.31,16.2,14,0.13,0.4,-0.9,13129,16103,81.5,16.865640947520756,62.71515151515152,6345,7100,89.4,5509,6336,86.9,1015,1909,53.2,40.6,0.1,353,951,321,65,14573,1474,440,88,62,556,170,60,72,0,299,861,626,63,53,61,38,20,105,74,8,6,8,8,1,633,399,297,242,94,297,534,55.6,237,417,127,365,998,784,32,20206,2171,6488,9270,4693,843,20200,687,295,42.9,346,50.4,10937,5.349364542,47.048502139800284,413,171,540,315,13013,1312,17,1.76,41,25,40.2,21.4,391,417,56,599,3,1,1608,427,402,51.5,161,120,75.8,17,9,8,8,23.5,1,33.3,0,4,877,173,24.5,28.6,233,24.5,25.3,470,39,8.3,33,12.8
FRA-Ligue 1,2425,Paris S-G,28,23.6,68,89,69,158,83,6,7,37,0,88.9,83.3,70.8,154.1,936,2123,628,272,43.3,0.13,0.31,16.3,13,0.14,0.1,-0.3,23156,25781,89.8,16.612152357920195,51.945360339142724,10887,11622,93.7,10098,10815,93.4,1623,2267,71.6,61.3,-1.8,521,1849,450,71,24296,1431,410,97,175,580,216,63,70,1,308,1153,921,59,64,59,27,23,158,124,4,11,10,6,3,619,386,242,266,111,325,607,53.5,282,360,103,265,884,493,19,29502,1991,6704,14734,8262,1211,29495,802,364,45.4,393,49,18244,5.093619820214865,53.36431623931624,701,347,488,329,23027,2114,24,2.47,35,57,31.2,57.7,307,336,54,562,3,1,1654,262,214,55,103,69,68.9,26,6,2,7,20.6,0,0,1,6,818,140,17.8,29.1,156,26.9,26.4,298,16,5.4,34,18
FRA-Ligue 1,2425,Reims,34,24.5,44.1,32,19,51,31,1,2,66,6,37.4,35.9,26.5,62.3,586,1156,393,111,28.2,0.08,0.28,17.6,8,0.09,-5.4,-4.9,11657,14602,79.8,17.451059449257958,65.30276816608996,5338,6018,88.7,4868,5628,86.5,1110,2150,51.6,28.4,-7.5,276,861,224,80,13035,1508,432,38,94,576,134,56,58,0,251,689,505,53,39,50,27,15,57,43,3,4,7,0,0,558,359,313,174,71,285,551,51.7,266,392,145,289,847,958,20,18663,2437,6983,7699,4213,649,18661,629,279,44.4,312,49.6,9968,5.926364365971107,52.407849829351534,420,139,576,304,11542,1140,20,0.97,47,-14,57.4,-19.9,392,372,59,611,5,0,1407,378,430,46.8,179,131,76,8,9,17,7,20.6,1,20,1,8,928,153,36.6,33.3,285,48.1,37.3,554,31,5.6,42,14.6
FRA-Ligue 1,2425,Rennes,35,25.1,50.9,51,32,83,46,5,8,67,2,48.6,42.7,29.6,72.4,663,1440,423,155,36.6,0.11,0.3,17.3,8,0.1,2.4,3.3,13914,16913,82.3,17.606798907575104,58.85486111111111,6055,6811,88.9,6276,7138,87.9,1246,2132,58.4,32.5,2.4,318,1083,265,62,15272,1593,483,37,120,638,170,86,49,0,307,757,559,72,36,46,29,15,83,57,5,6,8,5,2,596,363,282,234,80,296,510,58,214,350,96,337,933,739,14,20688,1999,6281,9624,4970,763,20680,643,270,42,327,50.9,11438,5.3735792970799094,47.72850678733032,429,186,508,344,13788,1421,20,1.21,50,1,46,2.6,445,382,48,580,6,2,1458,443,393,53,138,87,65.9,13,2,19,11,32.4,3,50,1,6,970,132,29.3,23.8,219,35.2,31.5,402,23,5.7,37,28
FRA-Ligue 1,2425,Saint-Étienne,32,25.9,47.1,39,28,67,36,3,4,65,3,36.4,33.2,24.6,57.8,529,1262,366,115,31.4,0.1,0.31,18.1,8,0.1,2.6,2.8,13001,15954,81.5,16.78193985078071,63.782884310618066,6224,6913,90,5489,6265,87.6,973,1997,48.7,26.5,3.4,269,1024,237,34,14389,1519,425,51,48,590,129,37,55,0,261,628,465,44,45,39,24,11,65,47,3,6,5,4,0,581,382,291,216,74,296,594,49.8,298,404,135,328,909,854,26,19848,2437,6917,8493,4607,600,19844,558,239,42.8,294,52.7,10318,4.9602636169800345,49.24952741020794,334,138,550,309,12920,1254,20,0.88,77,-38,74.3,-37.9,449,361,46,402,15,2,1428,342,386,47,209,132,69.4,8,6,20,5,14.7,2,13.3,0,4,919,145,41,34.7,264,41.3,33.6,510,24,4.7,33,14
FRA-Ligue 1,2425,Strasbourg,30,21.4,50.1,54,43,97,52,2,2,71,3,49.3,47.7,38.5,86.2,563,1204,354,140,39.5,0.15,0.37,16,10,0.14,4.7,4.3,14667,17462,84,17.222813117883685,72.97757475083057,6434,7096,90.7,6989,7831,89.2,998,1882,53,32.5,4.5,273,896,216,50,15928,1486,485,58,46,543,140,64,57,0,253,622,456,50,41,34,25,16,93,71,6,3,6,5,2,537,335,256,213,68,257,459,56,202,376,111,282,819,899,17,21307,2567,8555,9120,3825,614,21305,629,282,44.8,304,48.3,12112,4.690059445178336,52.84191829484902,365,170,514,263,14530,1191,16,1.68,44,12,56.1,-6.9,393,417,48,496,9,2,1436,339,324,51.1,169,126,78.7,16,9,9,10,29.4,1,11.1,0,3,1434,148,22.2,23.9,240,27.1,26.3,539,43,8,50,11.1
FRA-Ligue 1,2425,Toulouse,27,25.2,45,42,34,76,39,3,4,54,3,49.1,46,34.7,80.6,543,1219,399,145,36.3,0.1,0.27,15.4,7,0.12,-7.1,-7,11674,14867,78.5,17.446719205071098,61.458572600492204,5182,5953,87,5259,6118,86,964,2027,47.6,38,-0.7,297,879,284,65,13229,1592,463,44,95,657,163,93,52,0,287,699,484,80,36,43,41,15,78,56,6,5,4,6,1,605,364,264,253,88,318,608,52.3,290,341,103,281,886,775,15,18606,1884,6030,8440,4363,789,18602,616,277,45,306,49.7,10414,4.909160745150759,48.613259668508285,369,155,527,311,11568,1201,17,1.24,43,1,36.8,12.4,441,415,46,580,2,3,1531,426,443,49,108,67,61.1,11,9,14,10,29.4,1,50,1,5,718,97,34.3,30,233,45.1,35.4,439,10,2.3,37,
GER-Bundesliga,2425,Augsburg,29,26.8,44.3,35,26,61,34,1,2,78,5,34.7,33.1,25.1,58.2,450,1162,397,114,28.7,0.09,0.3,17.4,10,0.08,0.3,0.9,11577,14936,77.5,18.41824306815237,71.09896729776248,4900,5714,85.8,5187,6033,86,1267,2377,53.3,33.1,0.9,296,905,248,77,13228,1649,415,32,48,699,156,63,61,1,362,704,505,80,34,43,37,5,63,42,7,5,5,3,1,464,300,198,202,64,233,430,54.2,197,417,121,341,805,971,16,19036,2215,6126,8404,4701,681,19034,555,228,41.1,280,50.5,10166,4.745721030887271,52.65777777777778,356,97,587,297,11478,1149,23,1.26,51,-16,48.9,-14.2,351,373,59,578,5,2,1441,529,491,51.9,156,107,70.5,11,10,13,11,32.4,0,0,1,5,966,123,40.4,35.2,295,58,44.7,554,21,3.8,44,13.3
GER-Bundesliga,2425,Bayern Munich,29,27.7,67.9,96,66,162,87,9,10,48,1,81.7,74,59.7,133.7,831,2138,636,255,40.1,0.14,0.34,16.7,19,0.12,14.3,13,22755,25733,88.4,16.530916282135795,54.98269410664172,11338,12153,93.3,9489,10320,91.9,1548,2329,66.5,75.9,6.3,511,2131,464,67,24287,1390,366,129,125,588,220,127,25,1,335,1168,902,64,91,63,37,11,161,108,6,19,16,9,3,506,300,166,233,107,250,450,55.6,200,318,52,232,738,518,23,29435,1651,6130,14825,8664,1212,29425,791,383,48.4,354,44.8,18048,4.987311613475177,54.903730445246694,683,265,495,264,22614,2125,21,2.41,32,67,25.5,56.2,295,341,56,612,2,0,1665,418,344,54.9,80,48,61.3,25,7,2,16,47.1,0,0,0,4,1192,123,23,28.2,150,21.3,26.5,267,12,4.5,70,12.3
